Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[16716370.60650383],[-45.78800645]
150,[7315178.25538427],[-57.14373766]
250,[5188791.92922387],[-70.022505]
350,[4048344.11628507],[-76.52824175]
450,[3419816.72871531],[-81.96926306]
550,[2835129.76799611],[-84.28080037]
650,[2423754.09160015],[-87.97397232]
750,[2130066.87247015],[-90.58392678]
850,[1851237.39046512],[-89.9353548]
950,[1635815.92302616],[-92.39956232]
1050,[1518589.08627122],[-93.46703665]
